lsoa11cd,lad19cd,lad19nm,index_domain,decile,rank,score,year
E01005847,E08000007,Stockport,Employment,6,17621,0.075,2019
E01005847,E08000007,Stockport,Health Deprivation and Disability,6,16612,-0.039,2019
E01005847,E08000007,Stockport,Income,6,19597,0.08,2019
E01005847,E08000007,Stockport,Income Deprivation Affecting Children,6,19434,0.1,2019
E01005847,E08000007,Stockport,Income Deprivation Affecting Older People,6,19593,0.103,2019
E01005847,E08000007,Stockport,Index of Multiple Deprivation,7,21800,12.327,2019
E01005847,E08000007,Stockport,Living Environment,8,24536,9.547,2019
E01005848,E08000007,Stockport,Barriers to Housing and Services,4,10513,25.655,2019
E01005848,E08000007,Stockport,Crime,5,14461,0.141,2019
E01005848,E08000007,Stockport,"Education, Skills and Training",8,24311,7.65,2019
E01005848,E08000007,Stockport,Employment,9,26335,0.045,2019
E01005848,E08000007,Stockport,Health Deprivation and Disability,7,20668,-0.301,2019
E01005848,E08000007,Stockport,Income,9,28893,0.039,2019
E01005848,E08000007,Stockport,Income Deprivation Affecting Children,10,31043,0.027,2019
E01005848,E08000007,Stockport,Income Deprivation Affecting Older People,9,26460,0.064,2019
E01005848,E08000007,Stockport,Index of Multiple Deprivation,9,26515,8.433,2019
E01005848,E08000007,Stockport,Living Environment,10,29612,4.711,2019
E01005849,E08000007,Stockport,Barriers to Housing and Services,10,30020,8.402,2019
E01005849,E08000007,Stockport,Crime,3,9312,0.482,2019
E01005849,E08000007,Stockport,"Education, Skills and Training",9,26816,5.421,2019
E01005849,E08000007,Stockport,Employment,9,28429,0.038,2019
E01005849,E08000007,Stockport,Health Deprivation and Disability,7,21152,-0.332,2019
E01005849,E08000007,Stockport,Income,8,23062,0.063,2019
E01005849,E08000007,Stockport,Income Deprivation Affecting Children,7,21481,0.086,2019
E01005849,E08000007,Stockport,Income Deprivation Affecting Older People,8,23035,0.082,2019
E01005849,E08000007,Stockport,Index of Multiple Deprivation,9,27251,7.848,2019
E01005849,E08000007,Stockport,Living Environment,8,25577,8.557,2019
E01005850,E08000007,Stockport,Barriers to Housing and Services,7,20975,16.555,2019
E01005850,E08000007,Stockport,Crime,4,12992,0.232,2019
E01005850,E08000007,Stockport,"Education, Skills and Training",4,12611,21.895,2019
E01005850,E08000007,Stockport,Employment,3,8757,0.128,2019
E01005850,E08000007,Stockport,Health Deprivation and Disability,3,7928,0.6,2019
E01005850,E08000007,Stockport,Income,4,10476,0.15,2019
E01005850,E08000007,Stockport,Income Deprivation Affecting Children,5,13430,0.157,2019
E01005850,E08000007,Stockport,Income Deprivation Affecting Older People,4,11135,0.185,2019
E01005850,E08000007,Stockport,Index of Multiple Deprivation,4,11805,23.356,2019
E01005850,E08000007,Stockport,Living Environment,7,22061,11.92,2019
E01005851,E08000007,Stockport,Barriers to Housing and Services,6,16723,19.942,2019
E01005851,E08000007,Stockport,Crime,5,16120,0.036,2019
E01005851,E08000007,Stockport,"Education, Skills and Training",7,21603,10.235,2019
E01005851,E08000007,Stockport,Employment,6,18716,0.07,2019
E01005851,E08000007,Stockport,Health Deprivation and Disability,5,15736,0.018,2019
E01005851,E08000007,Stockport,Income,7,19780,0.079,2019
E01005851,E08000007,Stockport,Income Deprivation Affecting Children,7,19963,0.096,2019
E01005851,E08000007,Stockport,Income Deprivation Affecting Older People,7,22518,0.085,2019
E01005851,E08000007,Stockport,Index of Multiple Deprivation,7,21831,12.3,2019
E01005851,E08000007,Stockport,Living Environment,9,26839,7.401,2019
E01005852,E08000007,Stockport,Barriers to Housing and Services,7,22869,15.098,2019
E01005852,E08000007,Stockport,Crime,6,18170,-0.103,2019
E01005852,E08000007,Stockport,"Education, Skills and Training",9,28378,4.123,2019
E01005852,E08000007,Stockport,Employment,7,22678,0.056,2019
E01005852,E08000007,Stockport,Health Deprivation and Disability,6,19195,-0.204,2019
E01005852,E08000007,Stockport,Income,7,19775,0.079,2019
E01005852,E08000007,Stockport,Income Deprivation Affecting Children,9,27740,0.048,2019
E01005852,E08000007,Stockport,Income Deprivation Affecting Older People,5,13953,0.152,2019
E01005852,E08000007,Stockport,Index of Multiple Deprivation,8,24855,9.724,2019
E01005852,E08000007,Stockport,Living Environment,6,18901,15.364,2019
E01005853,E08000007,Stockport,Barriers to Housing and Services,5,14617,21.739,2019
E01005853,E08000007,Stockport,Crime,2,4849,0.855,2019
E01005853,E08000007,Stockport,"Education, Skills and Training",4,13090,21.069,2019
E01005853,E08000007,Stockport,Employment,3,9112,0.125,2019
E01005853,E08000007,Stockport,Health Deprivation and Disability,3,9480,0.468,2019
E01005853,E08000007,Stockport,Income,3,7995,0.181,2019
E01005853,E08000007,Stockport,Income Deprivation Affecting Children,4,10404,0.195,2019
E01005853,E08000007,Stockport,Income Deprivation Affecting Older People,2,6286,0.263,2019
E01005853,E08000007,Stockport,Index of Multiple Deprivation,3,9720,26.765,2019
E01005853,E08000007,Stockport,Living Environment,7,20432,13.671,2019
E01005854,E08000007,Stockport,Barriers to Housing and Services,10,31642,5.814,2019
E01005854,E08000007,Stockport,Crime,5,14865,0.117,2019
E01005854,E08000007,Stockport,"Education, Skills and Training",10,31956,1.061,2019
E01005854,E08000007,Stockport,Employment,9,29298,0.035,2019
E01005854,E08000007,Stockport,Health Deprivation and Disability,7,22138,-0.402,2019
E01005854,E08000007,Stockport,Income,10,29741,0.035,2019
E01005854,E08000007,Stockport,Income Deprivation Affecting Children,10,29960,0.035,2019
E01005854,E08000007,Stockport,Income Deprivation Affecting Older People,8,25183,0.07,2019
E01005854,E08000007,Stockport,Index of Multiple Deprivation,9,27553,7.607,2019
E01005854,E08000007,Stockport,Living Environment,2,6093,35.31,2019
E01005855,E08000007,Stockport,Barriers to Housing and Services,9,26742,11.833,2019
E01005855,E08000007,Stockport,Crime,2,3566,0.994,2019
E01005855,E08000007,Stockport,"Education, Skills and Training",10,32073,0.953,2019
E01005855,E08000007,Stockport,Employment,10,31230,0.027,2019
E01005855,E08000007,Stockport,Health Deprivation and Disability,8,24496,-0.584,2019
E01005855,E08000007,Stockport,Income,9,27740,0.044,2019
E01005855,E08000007,Stockport,Income Deprivation Affecting Children,9,29494,0.038,2019
E01005855,E08000007,Stockport,Income Deprivation Affecting Older People,9,26532,0.063,2019
E01005855,E08000007,Stockport,Index of Multiple Deprivation,9,26278,8.615,2019
E01005855,E08000007,Stockport,Living Environment,5,15627,19.571,2019
E01005856,E08000007,Stockport,Barriers to Housing and Services,6,17804,19.052,2019
E01005856,E08000007,Stockport,Crime,5,13269,0.214,2019
E01005856,E08000007,Stockport,"Education, Skills and Training",9,26577,5.633,2019
E01005856,E08000007,Stockport,Employment,7,20027,0.065,2019
E01005856,E08000007,Stockport,Health Deprivation and Disability,7,20470,-0.288,2019
E01005856,E08000007,Stockport,Income,7,21138,0.072,2019
E01005856,E08000007,Stockport,Income Deprivation Affecting Children,8,26147,0.057,2019
E01005856,E08000007,Stockport,Income Deprivation Affecting Older People,6,18676,0.11,2019
E01005856,E08000007,Stockport,Index of Multiple Deprivation,7,20810,13.231,2019
E01005856,E08000007,Stockport,Living Environment,3,7053,33.294,2019
E01005857,E08000007,Stockport,Barriers to Housing and Services,7,19920,17.403,2019
E01005857,E08000007,Stockport,Crime,3,9792,0.448,2019
E01005857,E08000007,Stockport,"Education, Skills and Training",8,25978,6.182,2019
E01005857,E08000007,Stockport,Employment,5,14253,0.09,2019
E01005857,E08000007,Stockport,Health Deprivation and Disability,5,16259,-0.017,2019
E01005857,E08000007,Stockport,Income,4,11823,0.137,2019
E01005857,E08000007,Stockport,Income Deprivation Affecting Children,5,13601,0.155,2019
E01005857,E08000007,Stockport,Income Deprivation Affecting Older People,5,15542,0.136,2019
E01005857,E08000007,Stockport,Index of Multiple Deprivation,6,17495,16.471,2019
E01005857,E08000007,Stockport,Living Environment,8,24357,9.704,2019
E01005858,E08000007,Stockport,Barriers to Housing and Services,8,26016,12.492,2019
E01005858,E08000007,Stockport,Crime,4,12716,0.251,2019
E01005858,E08000007,Stockport,"Education, Skills and Training",10,31405,1.536,2019
E01005858,E08000007,Stockport,Employment,7,20515,0.064,2019
E01005858,E08000007,Stockport,Health Deprivation and Disability,6,16766,-0.049,2019
E01005858,E08000007,Stockport,Income,7,22413,0.066,2019
E01005858,E08000007,Stockport,Income Deprivation Affecting Children,8,24393,0.067,2019
E01005858,E08000007,Stockport,Income Deprivation Affecting Older People,7,20094,0.1,2019
E01005858,E08000007,Stockport,Index of Multiple Deprivation,7,21827,12.302,2019
E01005858,E08000007,Stockport,Living Environment,3,6703,33.969,2019
E01005859,E08000007,Stockport,Barriers to Housing and Services,9,27336,11.282,2019
E01005859,E08000007,Stockport,Crime,4,10238,0.415,2019
E01005859,E08000007,Stockport,"Education, Skills and Training",10,32467,0.566,2019
E01005859,E08000007,Stockport,Employment,6,17756,0.074,2019
E01005859,E08000007,Stockport,Health Deprivation and Disability,3,7039,0.683,2019
E01005859,E08000007,Stockport,Income,6,16926,0.096,2019
E01005859,E08000007,Stockport,Income Deprivation Affecting Children,9,28957,0.041,2019
E01005859,E08000007,Stockport,Income Deprivation Affecting Older People,4,10696,0.19,2019
E01005859,E08000007,Stockport,Index of Multiple Deprivation,5,14743,19.573,2019
E01005859,E08000007,Stockport,Living Environment,1,2017,49.327,2019
E01005860,E08000007,Stockport,Barriers to Housing and Services,9,29199,9.359,2019
E01005860,E08000007,Stockport,Crime,4,12219,0.282,2019
E01005860,E08000007,Stockport,"Education, Skills and Training",10,30602,2.244,2019
E01005860,E08000007,Stockport,Employment,9,27789,0.04,2019
E01005860,E08000007,Stockport,Health Deprivation and Disability,7,22201,-0.406,2019
E01005860,E08000007,Stockport,Income,9,27718,0.044,2019
E01005860,E08000007,Stockport,Income Deprivation Affecting Children,10,30329,0.032,2019
E01005860,E08000007,Stockport,Income Deprivation Affecting Older People,8,23555,0.079,2019
E01005860,E08000007,Stockport,Index of Multiple Deprivation,9,28551,6.808,2019
E01005860,E08000007,Stockport,Living Environment,6,17207,17.503,2019
E01005861,E08000007,Stockport,Barriers to Housing and Services,8,24336,13.919,2019
E01005861,E08000007,Stockport,Crime,3,9222,0.489,2019
E01005861,E08000007,Stockport,"Education, Skills and Training",9,26823,5.417,2019
E01005861,E08000007,Stockport,Employment,6,17026,0.077,2019
E01005861,E08000007,Stockport,Health Deprivation and Disability,4,12310,0.252,2019
E01005861,E08000007,Stockport,Income,6,17318,0.094,2019
E01005861,E08000007,Stockport,Income Deprivation Affecting Children,7,22777,0.077,2019
E01005861,E08000007,Stockport,Income Deprivation Affecting Older People,4,12168,0.172,2019
E01005861,E08000007,Stockport,Index of Multiple Deprivation,6,17861,16.087,2019
E01005861,E08000007,Stockport,Living Environment,3,9369,29.022,2019
E01005862,E08000007,Stockport,Barriers to Housing and Services,9,27154,11.47,2019
E01005862,E08000007,Stockport,Crime,8,24399,-0.546,2019
E01005862,E08000007,Stockport,"Education, Skills and Training",9,26918,5.338,2019
E01005862,E08000007,Stockport,Employment,7,20725,0.063,2019
E01005862,E08000007,Stockport,Health Deprivation and Disability,7,21340,-0.343,2019
E01005862,E08000007,Stockport,Income,7,22128,0.067,2019
E01005862,E08000007,Stockport,Income Deprivation Affecting Children,9,26666,0.054,2019
E01005862,E08000007,Stockport,Income Deprivation Affecting Older People,6,18961,0.108,2019
E01005862,E08000007,Stockport,Index of Multiple Deprivation,8,25739,9.041,2019
E01005862,E08000007,Stockport,Living Environment,5,14383,21.228,2019
E01005863,E08000007,Stockport,Barriers to Housing and Services,9,27159,11.465,2019
E01005863,E08000007,Stockport,Crime,3,7166,0.643,2019
E01005863,E08000007,Stockport,"Education, Skills and Training",10,30831,2.053,2019
E01005863,E08000007,Stockport,Employment,5,16013,0.081,2019
E01005863,E08000007,Stockport,Health Deprivation and Disability,5,13802,0.145,2019
E01005863,E08000007,Stockport,Income,7,21602,0.07,2019
E01005863,E08000007,Stockport,Income Deprivation Affecting Children,10,32069,0.018,2019
E01005863,E08000007,Stockport,Income Deprivation Affecting Older People,6,17268,0.121,2019
E01005863,E08000007,Stockport,Index of Multiple Deprivation,6,18451,15.497,2019
E01005863,E08000007,Stockport,Living Environment,3,6607,34.156,2019
E01005864,E08000007,Stockport,Barriers to Housing and Services,10,30938,7.06,2019
E01005864,E08000007,Stockport,Crime,3,9634,0.459,2019
E01005864,E08000007,Stockport,"Education, Skills and Training",10,31604,1.38,2019
E01005864,E08000007,Stockport,Employment,9,28436,0.038,2019
E01005864,E08000007,Stockport,Health Deprivation and Disability,8,25963,-0.704,2019
E01005864,E08000007,Stockport,Income,10,29738,0.035,2019
E01005864,E08000007,Stockport,Income Deprivation Affecting Children,10,32737,0.008,2019
E01005864,E08000007,Stockport,Income Deprivation Affecting Older People,8,24715,0.073,2019
E01005864,E08000007,Stockport,Index of Multiple Deprivation,9,27890,7.341,2019
E01005864,E08000007,Stockport,Living Environment,3,9546,28.727,2019
E01005865,E08000007,Stockport,Barriers to Housing and Services,9,27131,11.492,2019
E01005865,E08000007,Stockport,Crime,2,5178,0.824,2019
E01005865,E08000007,Stockport,"Education, Skills and Training",10,31965,1.051,2019
E01005865,E08000007,Stockport,Employment,7,22970,0.055,2019
E01005865,E08000007,Stockport,Health Deprivation and Disability,8,24408,-0.577,2019
E01005865,E08000007,Stockport,Income,9,27229,0.046,2019
E01005865,E08000007,Stockport,Income Deprivation Affecting Children,9,27072,0.052,2019
E01005865,E08000007,Stockport,Income Deprivation Affecting Older People,10,32194,0.028,2019
E01005865,E08000007,Stockport,Index of Multiple Deprivation,8,25835,8.964,2019
E01005865,E08000007,Stockport,Living Environment,7,20598,13.487,2019
E01005866,E08000007,Stockport,Barriers to Housing and Services,8,24482,13.779,2019
E01005866,E08000007,Stockport,Crime,3,7914,0.586,2019
E01005866,E08000007,Stockport,"Education, Skills and Training",10,29607,3.106,2019
E01005866,E08000007,Stockport,Employment,4,11639,0.106,2019
E01005866,E08000007,Stockport,Health Deprivation and Disability,3,8368,0.563,2019
E01005866,E08000007,Stockport,Income,5,15772,0.104,2019
E01005866,E08000007,Stockport,Income Deprivation Affecting Children,10,31096,0.027,2019
E01005866,E08000007,Stockport,Income Deprivation Affecting Older People,3,7766,0.236,2019
E01005866,E08000007,Stockport,Index of Multiple Deprivation,4,12743,22.044,2019
E01005866,E08000007,Stockport,Living Environment,1,2718,45.778,2019
E01005867,E08000007,Stockport,Barriers to Housing and Services,9,27281,11.334,2019
E01005867,E08000007,Stockport,Crime,3,7430,0.621,2019
E01005867,E08000007,Stockport,"Education, Skills and Training",10,32160,0.864,2019
E01005867,E08000007,Stockport,Employment,9,27075,0.043,2019
E01005867,E08000007,Stockport,Health Deprivation and Disability,7,21930,-0.385,2019
E01005867,E08000007,Stockport,Income,8,23945,0.059,2019
E01005867,E08000007,Stockport,Income Deprivation Affecting Children,10,30263,0.033,2019
E01005867,E08000007,Stockport,Income Deprivation Affecting Older People,6,18411,0.111,2019
E01005867,E08000007,Stockport,Index of Multiple Deprivation,8,25508,9.219,2019
E01005867,E08000007,Stockport,Living Environment,5,13614,22.36,2019
E01005868,E08000007,Stockport,Barriers to Housing and Services,8,23220,14.861,2019
E01005868,E08000007,Stockport,Crime,2,6122,0.734,2019
E01005868,E08000007,Stockport,"Education, Skills and Training",9,28787,3.782,2019
E01005868,E08000007,Stockport,Employment,7,21596,0.06,2019
E01005868,E08000007,Stockport,Health Deprivation and Disability,7,21086,-0.328,2019
E01005868,E08000007,Stockport,Income,7,19747,0.079,2019
E01005868,E08000007,Stockport,Income Deprivation Affecting Children,8,24271,0.068,2019
E01005868,E08000007,Stockport,Income Deprivation Affecting Older People,6,18337,0.112,2019
E01005868,E08000007,Stockport,Index of Multiple Deprivation,7,22526,11.697,2019
E01005868,E08000007,Stockport,Living Environment,7,20337,13.765,2019
E01005869,E08000007,Stockport,Barriers to Housing and Services,9,28253,10.372,2019
E01005869,E08000007,Stockport,Crime,4,11589,0.324,2019
E01005869,E08000007,Stockport,"Education, Skills and Training",8,24868,7.16,2019
E01005869,E08000007,Stockport,Employment,6,18736,0.07,2019
E01005869,E08000007,Stockport,Health Deprivation and Disability,5,13799,0.145,2019
E01005869,E08000007,Stockport,Income,6,16625,0.098,2019
E01005869,E08000007,Stockport,Income Deprivation Affecting Children,7,19892,0.097,2019
E01005869,E08000007,Stockport,Income Deprivation Affecting Older People,5,13181,0.16,2019
E01005869,E08000007,Stockport,Index of Multiple Deprivation,7,19911,14.037,2019
E01005869,E08000007,Stockport,Living Environment,5,14335,21.303,2019
E01005870,E08000007,Stockport,Barriers to Housing and Services,5,15655,20.858,2019
E01005870,E08000007,Stockport,Crime,2,3960,0.947,2019
E01005870,E08000007,Stockport,"Education, Skills and Training",3,8687,29.719,2019
E01005870,E08000007,Stockport,Employment,5,14923,0.087,2019
E01005870,E08000007,Stockport,Health Deprivation and Disability,3,6824,0.705,2019
E01005870,E08000007,Stockport,Income,5,13544,0.121,2019
E01005870,E08000007,Stockport,Income Deprivation Affecting Children,5,14929,0.14,2019
E01005870,E08000007,Stockport,Income Deprivation Affecting Older People,5,14287,0.148,2019
E01005870,E08000007,Stockport,Index of Multiple Deprivation,3,9302,27.489,2019
E01005870,E08000007,Stockport,Living Environment,2,3908,41.125,2019
E01005871,E08000007,Stockport,Barriers to Housing and Services,8,23178,14.89,2019
E01005871,E08000007,Stockport,Crime,2,5009,0.84,2019
E01005871,E08000007,Stockport,"Education, Skills and Training",5,13882,19.798,2019
E01005871,E08000007,Stockport,Employment,4,12893,0.098,2019
E01005871,E08000007,Stockport,Health Deprivation and Disability,3,8137,0.583,2019
E01005871,E08000007,Stockport,Income,5,13261,0.124,2019
E01005871,E08000007,Stockport,Income Deprivation Affecting Children,5,13445,0.156,2019
E01005871,E08000007,Stockport,Income Deprivation Affecting Older People,4,12707,0.165,2019
E01005871,E08000007,Stockport,Index of Multiple Deprivation,4,11108,24.436,2019
E01005871,E08000007,Stockport,Living Environment,2,5578,36.504,2019
E01005872,E08000007,Stockport,Barriers to Housing and Services,7,21568,16.075,2019
E01005872,E08000007,Stockport,Crime,2,4960,0.843,2019
E01005872,E08000007,Stockport,"Education, Skills and Training",3,7550,32.727,2019
E01005872,E08000007,Stockport,Employment,3,9454,0.122,2019
E01005872,E08000007,Stockport,Health Deprivation and Disability,2,5469,0.847,2019
E01005872,E08000007,Stockport,Income,4,11291,0.142,2019
E01005872,E08000007,Stockport,Income Deprivation Affecting Children,4,12828,0.164,2019
E01005872,E08000007,Stockport,Income Deprivation Affecting Older People,4,11595,0.178,2019
E01005872,E08000007,Stockport,Index of Multiple Deprivation,3,7108,31.925,2019
E01005872,E08000007,Stockport,Living Environment,1,1932,49.901,2019
E01005873,E08000007,Stockport,Barriers to Housing and Services,8,25807,12.672,2019
E01005873,E08000007,Stockport,Crime,3,9100,0.498,2019
E01005873,E08000007,Stockport,"Education, Skills and Training",5,13174,20.946,2019
E01005873,E08000007,Stockport,Employment,5,13629,0.094,2019
E01005873,E08000007,Stockport,Health Deprivation and Disability,4,11867,0.282,2019
E01005873,E08000007,Stockport,Income,6,16587,0.098,2019
E01005873,E08000007,Stockport,Income Deprivation Affecting Children,6,17399,0.117,2019
E01005873,E08000007,Stockport,Income Deprivation Affecting Older People,6,17249,0.121,2019
E01005873,E08000007,Stockport,Index of Multiple Deprivation,5,15604,18.581,2019
E01005873,E08000007,Stockport,Living Environment,5,15311,19.977,2019
E01005874,E08000007,Stockport,Barriers to Housing and Services,6,16944,19.751,2019
E01005874,E08000007,Stockport,Crime,2,3972,0.946,2019
E01005874,E08000007,Stockport,"Education, Skills and Training",3,7072,34.093,2019
E01005874,E08000007,Stockport,Employment,1,1027,0.262,2019
E01005874,E08000007,Stockport,Health Deprivation and Disability,1,409,1.946,2019
E01005874,E08000007,Stockport,Income,1,2391,0.294,2019
E01005874,E08000007,Stockport,Income Deprivation Affecting Children,1,3146,0.333,2019
E01005874,E08000007,Stockport,Income Deprivation Affecting Older People,2,3438,0.335,2019
E01005874,E08000007,Stockport,Index of Multiple Deprivation,1,1959,51.441,2019
E01005874,E08000007,Stockport,Living Environment,8,23495,10.541,2019
E01005875,E08000007,Stockport,Barriers to Housing and Services,10,30445,7.839,2019
E01005875,E08000007,Stockport,Crime,4,12161,0.286,2019
E01005875,E08000007,Stockport,"Education, Skills and Training",6,16616,15.964,2019
E01005875,E08000007,Stockport,Employment,6,18079,0.073,2019
E01005875,E08000007,Stockport,Health Deprivation and Disability,5,13543,0.165,2019
E01005875,E08000007,Stockport,Income,7,20422,0.075,2019
E01005875,E08000007,Stockport,Income Deprivation Affecting Children,7,20799,0.09,2019
E01005875,E08000007,Stockport,Income Deprivation Affecting Older People,7,21426,0.091,2019
E01005875,E08000007,Stockport,Index of Multiple Deprivation,6,18741,15.17,2019
E01005875,E08000007,Stockport,Living Environment,3,8961,29.757,2019
E01005876,E08000007,Stockport,Barriers to Housing and Services,9,28291,10.336,2019
E01005876,E08000007,Stockport,Crime,3,6623,0.689,2019
E01005876,E08000007,Stockport,"Education, Skills and Training",5,13270,20.8,2019
E01005876,E08000007,Stockport,Employment,5,14619,0.088,2019
E01005876,E08000007,Stockport,Health Deprivation and Disability,3,6690,0.719,2019
E01005876,E08000007,Stockport,Income,5,14504,0.113,2019
E01005876,E08000007,Stockport,Income Deprivation Affecting Children,4,10794,0.19,2019
E01005876,E08000007,Stockport,Income Deprivation Affecting Older People,5,13380,0.158,2019
E01005876,E08000007,Stockport,Index of Multiple Deprivation,5,13365,21.249,2019
E01005876,E08000007,Stockport,Living Environment,5,13780,22.109,2019
E01005877,E08000007,Stockport,Barriers to Housing and Services,6,16688,19.973,2019
E01005877,E08000007,Stockport,Crime,3,8305,0.556,2019
E01005877,E08000007,Stockport,"Education, Skills and Training",4,11646,23.443,2019
E01005877,E08000007,Stockport,Employment,3,9682,0.12,2019
E01005877,E08000007,Stockport,Health Deprivation and Disability,3,8186,0.578,2019
E01005877,E08000007,Stockport,Income,4,10797,0.147,2019
E01005877,E08000007,Stockport,Income Deprivation Affecting Children,4,11235,0.184,2019
E01005877,E08000007,Stockport,Income Deprivation Affecting Older People,5,13632,0.155,2019
E01005877,E08000007,Stockport,Index of Multiple Deprivation,4,10286,25.84,2019
E01005877,E08000007,Stockport,Living Environment,4,10266,27.486,2019
E01005878,E08000007,Stockport,Barriers to Housing and Services,8,23267,14.826,2019
E01005878,E08000007,Stockport,Crime,3,8836,0.517,2019
E01005878,E08000007,Stockport,"Education, Skills and Training",2,6258,36.707,2019
E01005878,E08000007,Stockport,Employment,3,6889,0.146,2019
E01005878,E08000007,Stockport,Health Deprivation and Disability,2,4264,0.995,2019
E01005878,E08000007,Stockport,Income,3,7068,0.194,2019
E01005878,E08000007,Stockport,Income Deprivation Affecting Children,3,8530,0.223,2019
E01005878,E08000007,Stockport,Income Deprivation Affecting Older People,3,6983,0.249,2019
E01005878,E08000007,Stockport,Index of Multiple Deprivation,3,7679,30.736,2019
E01005878,E08000007,Stockport,Living Environment,8,23988,10.08,2019
E01005879,E08000007,Stockport,Barriers to Housing and Services,9,28617,9.989,2019
E01005879,E08000007,Stockport,Crime,4,10536,0.395,2019
E01005879,E08000007,Stockport,"Education, Skills and Training",5,13401,20.592,2019
E01005879,E08000007,Stockport,Employment,4,11124,0.109,2019
E01005879,E08000007,Stockport,Health Deprivation and Disability,4,11301,0.323,2019
E01005879,E08000007,Stockport,Income,4,12093,0.134,2019
E01005879,E08000007,Stockport,Income Deprivation Affecting Children,4,12306,0.17,2019
E01005879,E08000007,Stockport,Income Deprivation Affecting Older People,4,12255,0.171,2019
E01005879,E08000007,Stockport,Index of Multiple Deprivation,5,13685,20.82,2019
E01005879,E08000007,Stockport,Living Environment,5,14881,20.53,2019
E01005880,E08000007,Stockport,Barriers to Housing and Services,4,13090,23.107,2019
E01005880,E08000007,Stockport,Crime,6,17736,-0.073,2019
E01005880,E08000007,Stockport,"Education, Skills and Training",9,27391,4.923,2019
E01005880,E08000007,Stockport,Employment,8,25452,0.048,2019
E01005880,E08000007,Stockport,Health Deprivation and Disability,6,18647,-0.168,2019
E01005880,E08000007,Stockport,Income,8,24909,0.055,2019
E01005880,E08000007,Stockport,Income Deprivation Affecting Children,9,26419,0.055,2019
E01005880,E08000007,Stockport,Income Deprivation Affecting Older People,7,22816,0.083,2019
E01005880,E08000007,Stockport,Index of Multiple Deprivation,8,24385,10.1,2019
E01005880,E08000007,Stockport,Living Environment,5,13352,22.681,2019
E01005881,E08000007,Stockport,Barriers to Housing and Services,9,29516,8.989,2019
E01005881,E08000007,Stockport,Crime,9,27899,-0.861,2019
E01005881,E08000007,Stockport,"Education, Skills and Training",10,32408,0.632,2019
E01005881,E08000007,Stockport,Employment,9,28431,0.038,2019
E01005881,E08000007,Stockport,Health Deprivation and Disability,7,22652,-0.441,2019
E01005881,E08000007,Stockport,Income,10,31517,0.026,2019
E01005881,E08000007,Stockport,Income Deprivation Affecting Children,10,31727,0.022,2019
E01005881,E08000007,Stockport,Income Deprivation Affecting Older People,10,32523,0.023,2019
E01005881,E08000007,Stockport,Index of Multiple Deprivation,10,32324,2.817,2019
E01005881,E08000007,Stockport,Living Environment,10,30982,3.251,2019
E01005882,E08000007,Stockport,Barriers to Housing and Services,8,25342,13.045,2019
E01005882,E08000007,Stockport,Crime,7,22830,-0.43,2019
E01005882,E08000007,Stockport,"Education, Skills and Training",10,31447,1.508,2019
E01005882,E08000007,Stockport,Employment,8,23389,0.054,2019
E01005882,E08000007,Stockport,Health Deprivation and Disability,4,11900,0.28,2019
E01005882,E08000007,Stockport,Income,9,27242,0.046,2019
E01005882,E08000007,Stockport,Income Deprivation Affecting Children,9,28459,0.044,2019
E01005882,E08000007,Stockport,Income Deprivation Affecting Older People,9,27800,0.057,2019
E01005882,E08000007,Stockport,Index of Multiple Deprivation,9,27684,7.507,2019
E01005882,E08000007,Stockport,Living Environment,9,28574,5.747,2019
E01005883,E08000007,Stockport,Barriers to Housing and Services,8,24799,13.513,2019
E01005883,E08000007,Stockport,Crime,5,15752,0.059,2019
E01005883,E08000007,Stockport,"Education, Skills and Training",10,32409,0.631,2019
E01005883,E08000007,Stockport,Employment,8,25521,0.047,2019
E01005883,E08000007,Stockport,Health Deprivation and Disability,8,25261,-0.643,2019
E01005883,E08000007,Stockport,Income,10,31514,0.026,2019
E01005883,E08000007,Stockport,Income Deprivation Affecting Children,10,32638,0.01,2019
E01005883,E08000007,Stockport,Income Deprivation Affecting Older People,10,32511,0.023,2019
E01005883,E08000007,Stockport,Index of Multiple Deprivation,10,30624,4.876,2019
E01005883,E08000007,Stockport,Living Environment,9,27173,7.098,2019
E01005884,E08000007,Stockport,Barriers to Housing and Services,8,25694,12.757,2019
E01005884,E08000007,Stockport,Crime,4,12871,0.24,2019
E01005884,E08000007,Stockport,"Education, Skills and Training",10,30545,2.285,2019
E01005884,E08000007,Stockport,Employment,9,27468,0.041,2019
E01005884,E08000007,Stockport,Health Deprivation and Disability,7,22017,-0.392,2019
E01005884,E08000007,Stockport,Income,10,32200,0.02,2019
E01005884,E08000007,Stockport,Income Deprivation Affecting Children,10,30971,0.028,2019
E01005884,E08000007,Stockport,Income Deprivation Affecting Older People,10,32340,0.026,2019
E01005884,E08000007,Stockport,Index of Multiple Deprivation,10,30131,5.387,2019
E01005884,E08000007,Stockport,Living Environment,9,26535,7.67,2019
E01005885,E08000007,Stockport,Barriers to Housing and Services,10,30892,7.13,2019
E01005885,E08000007,Stockport,Crime,4,10902,0.368,2019
E01005885,E08000007,Stockport,"Education, Skills and Training",7,22109,9.74,2019
E01005885,E08000007,Stockport,Employment,6,17192,0.076,2019
E01005885,E08000007,Stockport,Health Deprivation and Disability,4,10311,0.401,2019
E01005885,E08000007,Stockport,Income,6,19048,0.083,2019
